Data,Label
এই হারটা বাংলার প্রোয়োজন ছিলো কারন বাংলাদেশ সব কিছুতেই অতিরিক্ত করে ফেলে অতিরিক্ত কোনো কিছুই ভালো তা আবারো প্রমান হলো,2
আমি কোন দিনো এর সমর্থন করি না। যদি পায়ে বড় ধরনের আঘাত পায়।,2
Ananno sarker আমি কি আপনার বন্ধু হতে পারি +৯৭৪৬৬৫২৯৩৫২,2
সালমান ভাই খুব শখ ছিলো একটা ভিডিওতে আপনার সাথে পার্টিসিপেট করা। কিন্তু জানি আমার মত লাখো ফ্যানের ভিড়ে আমিও হারিয়ে যাবো আপনার চোখের আড়ালে।,2
ভাইয়া এই ফোনটি কি বাংলাদেশে আছে এই ফোনটির বাংলাদেশি প্রাইস জানান,2
তালাশ টিমের কাছে আমার একটি অনুরোধ আপনারা যদি পুরোপুরি এপিসোড দিতে পারতেন তা হলে আরোও ভাল হত এপিসোডের লাস্টে কোন সমাধান হয়না কেন,2
Channel i কে অনুরোধ জানাচ্ছি যে এই নাটক টি আবার টিভি তে প্রচার করা হোক।।।।,2
ভাব না আমার শিমুল লাল যে আগুন মহুয়ার বনে মাতাল হাওয়া,2
কথা কিন্তু সত্য,2
বাংলাদেশ ফুটবল টিমকে বাদ দিয়ে ক্রিকেট টিম দিয়েই দুই খেলা চালিয়ে যাক তাতে করে ক্রিকেটের সাথে ফুটবলেরও উন্নতি ঘটবে।,2
ত্রসব হুজূর না ত্রগূলো হল শয়তান আমী যা বুজী যারা অরজীনাল হুজূর তারা কখনো রাজনিতী করেনা তারা শূধূ ইসলমের বেপারে সবাইকে বুজায়,2
কিছুই বলার নাই ভাই ,2
2017 এসেও এই গান টা কে কে শুনছেন? ♥♥,2
সত্যি মিথ্যা সব সময়ই বলে দিবে,2
ভাওতাবাজি তখন হবে যখন এটি আসলেই আমাদের কাজে লাগবেনা বা লাভবান হবে না। তবে আশা করি এটি আমাদের দেশের মানুষের কাজে লাগবে এবং দেশ লাভবান হবে।,2
সেটালাইট খুব ভালো কথা কিনতু মানুষের কি উপকার হবে,2
ফ্রি 5GB নিবেন কি করে জানতে click করুন এ,2
চাঁদপুর থেকে ঢাকায় এসেছি আমার কাছে কিচু মালামাল ছিল অন্য মানুষের বিদেশে আসবো বলে মানুষ দিয়ে ছিল লঞ্চ থেকে সবায় নামার পরে আমি নামতে গেলাম কারন আমার হাতে মালামাল ছিল কিন্তু নামতে পারলাম না আমাকে হলুদ বাহিনি আটকাই বলে ঘাটের টাকা দিতে হবে তখন আমি ৫০ টাকা দেওয়ার জন্য রাজি হলাম কিন্তু তারা নেয় না বলে ১০০০ টাকা দিতে হবে পরে আমি লঞ্চের টিকেট মাস্টারকে বল্লাম উনি বলে আমি কিছু জানিনা,2
পটাকা শব্দটি কি জিনিস?,2
এসব নাটক না করে আশাফুলকে তাড়াতাড়ি দলে পেরানো হক,2
টক শো এর সময় আরো বাড়ানো দরকার,2
Mokbul Kuwait ভাই এইটার মধ্যে কি শেখ হাসিনা আছে না কি?,2
আমরা সবাই আশরাফুলকে চাই,2
নিন্দুক রবীন্দ্রনাথ ঠাকুর নিন্দুকেরে বাসি আমি সবার চেয়ে ভাল যুগ জনমের বন্ধু আমার আঁধার ঘরের আঁলো। সবাই মোরে ছাড়তে পারে বন্ধু যারা আছে নিন্দুক সে ছায়ার মত থাকবে পাছে পাছে। বিশ্বজনে নিঃস্ব করে পবিত্রতা আনে সাধক জনে নিস্তারিতে তার মত কে জানে? বিনামূল্যে ময়লা ধুয়ে করে পরিষ্কার বিশ্বমাঝে এমন দয়াল মিলবে কোথা আর? নিন্দুকে সে বেঁচে থাকুক বিশ্ব হিতের তরে; আমার আশা পূর্ণ হবে তাহার কৃপা ভরে।,2
দোয়া করি আশরাফুল ফিরে আসুক জাতীয় দলে,2
এক মুঠো রোদ আকাশ ভরা তারা ভিজে মাটিতে জলের নকশা করা মন কে শুধু পাগল করে,2
এই কাজ অন্যদেশের কেউ করলে সবাই তালি বাজাতো আর এখানে ডিসলাইক দিচ্ছে বাহ বাঙালি এত ভাল কাজের পরও আরও মজা কর আর নিজেদের ছোট কর হায়রে বাঙালি নুসরাত পশ্চিমবঙ্গ এর হলেই ভাল হত। আমরা না নিজে করতে না পারি কারো উতসাহ হতে লজ্জা লাগছে আজ,2
আমি অনেক দিন দেখি তালাস,2
শেষে মরে যাওয়ার সিনটা না করলেও হতোদুজনের মিল হলেই বেটার হতো,2
কয় এই পেশাতে আছে ভাই,2
আমি ইলিয়াস কাঞ্চন ভাই এর সাথে আছি ।,2
নায়কতো নায়ক ই সাকিব খান মার্কা নায়কনা এটা ইলিয়াস,2
কিরে ভাই নতুন ভিডিও,2
ফেসবুক নিয়ে আরও পর্ব প্রচারিত হোক।,2
ATC Android ToTo Company তুষার ভাই এর আরো রিভিউ চাই।,2
সালাম কাদের সাহেব,2
ধন্যবাদ ভাই ❤️,2
লেডি কুকুরের তো কিছু শুনলাম না,2
আপনি কি সাটেলাইট সাইন্স নিয়ে পাস?,2
গান টি ভাল কিন্তু গানের সাথে পোশাকের সাথে কোনো মিল পাচ্ছি না,2
ভাই এই মুভির নাম কি?,2
বাপুরে তুই আগে বাংলাটা ভাল করে শিখে নে।,2
সেটালাইট খুব ভালো কথা কিনতু মানুষসে কি উপুকার হবে,2
জয় বাংলা,2
Kobi Kaikubed কোনো কিছুই কোন দেবতা নয় আবার সবকিছুই দেবতা ৷,2
রাহাত ভাই আপনার এই ইউটিউব লিংকটি BCS এর exam page এ দিয়ে দিলাম। এবং title দিলাম,2
তাসকিনের বিকল্প অন্য কাউকে নেওয়া প্রয়োজন ৷,2
আমি মনে করি যে টাকা স্যাটেলায়ি তৈরি করছে টাকা গুলা নষ্ট বাংলাদেশের মানুষ যদি বিড়ি কিনে খেতো টাকা গুলো দিয়ে তাও কাছে আসতো,2
মুভি টার নাম বলতে পারেন কেউ?,2
Md Anam তোর মারও আছে আমার সাথে,2
পটাকা আবার কোন ধরনের শব্দ? এইটার মানে কি?,2
ক্ষুধার্ত মানুষের মুখে খাবার জরুরী আর কিছু না।,2
যারা dislike দিছে ওরা সম্ভবত পর্ণমুভি খুজতে এসেছে,2
ভাই alcatel a3 ফোন এর রিভিউ দিবেন,2
নতুন নতুন সিমেনা চাই,2
ওপারের নাথের লেখা জাতীয় সঙ্গীত প্রতিদিন গাইলে কি ছওয়াব হবে আর না গাইলে আল্লাহ কি নারাজ হবেন ?,2
আসলে কলিজায় আঘাত লাগে এই কথাগুলো,2
আমি ঐ প্রতিষ্ঠানকে বলব আপনার তো তিন জন্য হুকুরকে ডাকা বলা উচিৎ,2
ঠিক বলেছেন জাকির ভাই,2
বাংলাই একটা প্রভাত আছে পাইলে তো লাভ না পাইলে লাভও না লোকসানও নাই তার কারণ টাকা তো সব জনগণের সরকারের কি আসে যায়।,2
সুশীল কর্মকার of course,2
নাটকের পরিচালক কাহিনীকারদের মাথায় গ্রেট প্রব্লেম।।। বড় ছেলে হিট হয়েছে বলে সব কিছুই ঐ ধাচের করা লাগবে,2
সময় যখন ক্রিকেট পাগলদের তখন কেন ফুটবল নিয়ে আনাগোনা,2
ভাই ১৫০০০ এর মধ্যে ২০১৮ এর বেস্ট ফোন এর রেভিউ দেন । আমি atc পাগল ভক্ত ।,2
বাংলাদেশে এর দাম কতো ৩/৩২ জিবি,2
৩জনের সাথে একা কথাই তো বলতে পারবে না,2
ভাই ১টা মানুষ কত মুর্খ হতে পারে তা তোমারে দেখে বুঝলাম।… না জেনে বুঝে কাউকে কিছু বলা মুর্খতা…,2
Shah Alam ভাই একদম ঠিক বলসেনহাঁইটা হাঁইটা রান নেয়,2
ইদানীং অপুর্ব ভাই খুব বেশি বেকার হয়ে,2
সুমি কায়ছার কেমনে শহীদ পরিবারের লোক হলো? pls আমাকে একটু বলবেন।,2
আমি কোন পলিটিক্স কর্নার থেকে বলছি না। একটা দেশের সেটেলাইট কখনোই শুধু আর্থিক সুবিধার জন্য না। আমাদের অভ্যন্তরীণ নিরাপত্তাতথ্য প্রযুক্তি আর্মিন্যভাল এয়ারফোরস এসব বাহিনীর অপারেশনাল কাজে সেটেলাইটর বিকল্প ভাল কিছু নাই। তরুন গবেষক মহাকাশ সম্পর্কিত বিষয়ে আমাদের অনেক অগ্রসর হবে। দুরনিতি নেই কোথায় তবে যেখানে সারা পৃথিবি এগিয়ে যাচ্ছে বিজ্ঞানে সেখানে বাংলাদেশের জন্য সেটেলাইট অনেক বড় অর্জন। ভাই ভাল কাজের নুন্যতম কৃতজ্ঞতা প্রকাশ করা উচিত।,2
তিন নাস্তিক এক আলেম।,2
আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ।আশরাফুল আবার জাতীয় দলে আনা উচিৎ।আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ। আশরাফুল আবার জাতীয় দলে আনা উচিৎ।,2
nowsher siraj শ্রী পুর,2
আমি মনে করি এই স্যাটেলাইট টি তৈরি করা উছিচ হয় নি এতে বাংলাদেশ কে আর কতির দিকে নিয়ে যাবে আর এই খতি এত সহজে পুড়ন করা যাবে না,2
পৃথিবির সব বড় বড় শহরে এই সিস্টেমে গাড়ি চলে আর এই দেশ বলে পরীক্ষা করা হচ্ছে,2
বাবু ভাই ইন্ডিয়ান ভ্যারিয়েন্ট সেটটি কিনে বাংলাদেশে ব্যবহার করলে কোন প্রবলেম হবে কি??,2
জমি দিয়া কি হইব।,2
পটাকা অর্থ কি ?,2
বাংলাদেশের লোকের ঐ এক সভাব নিজের কাজ নাক না গলিয়ে অন্যর কাজে না গলায় জনগন তো জানেই কোন দল কেমন পারে? সব দলই তো লুটে পুটে খায় আমার কথা হচ্ছে এর মধ্য কোন দল ভাল কাজ করলে জনগন তাকেই সাধুবাদ জানাই,2
পটাকা শব্দের অর্থটা কি?? কেউ জানলে বইলেন প্লিজ।,2
সৌম্য সাহারিয়ার এর পোস্টে আপনাদের লিঙ্ক দেয়ার পর তিনি আমার কমেন্ট ডিলিট করে কমেন্ট বন্ধ করে দিয়েছে P অতপর আমি ব্যান গ্রুপ থেকে P,2
infocus vision 3 আছা ভাই আপনার এই ফোন review করবেন plz,2
আকাশে লিখে দিলাম মনের সব কথা তাহলে বুঝতে পারবে আমার মনের ব্যাথা বাতাসে ভালোবাসা দিলাম উড়িয়ে যদি ধরতে চাও তাহলে হাত দাও বাড়িয়ে ???,2
চাঁদপুর থেকে ঢাকায় এসেছি আমার কাছে কিচু মালামাল ছিল অন্য মানুষের বিদেশে আসবো বলে মানুষ দিয়ে ছিল লঞ্চ থেকে সবায় নামার পরে আমি নামতে গেলাম কারন আমার হাতে মালামাল ছিল কিন্তু নামতে পারলাম না আমাকে হলুদ বাহিনি আটকাই বলে ঘাটের টাকা দিতে হবে তখন আমি ৫০ টাকা দেওয়ার জন্য রাজি হলাম কিন্তু তারা নেয় না বলে ১০০০ টাকা দিতে হবে পরে আমি লঞ্চের টিকেট মাস্টারকে বল্লাম উনি বলে আমি কিছু জানিনা,2
Al-Amin আমিতো ভাই ssc hsc bsc শেষ করছি তাতে কি হইছে,2
আমাদের করিমগঞ্জের গর্ব,2
ভাই ফোন বাজারে আসার কিছু দিন পর দাম কমে যায় কেন?দাম কমানোর সাথে সাথে কি ভেতরের প্রসেসর এবং অন্য কিছু তে কি ঘাপলা হয় না কি???,2
Rifat Bin saad ভাই বাচ্ছাদের মতো কথা বলো না এটা খেলা খেলায় সব কিছুই অনিশ্চিত। ভালো টিম মানেই অনেক run এ জিতবে এরম কোনো কথা নেই। ভালো টিম বলেই এত চাপের ম্যাচ বের করে নিয়েছে। আর বাংলাদেশ অনেক ভালো টিম সুতরাং টেক্কা তো দেবেই। ভালো টিম ম্যাচ বের করে নিয়ে যায়। অস্ট্রেলিয়া একটা সময় বেস্ট টিম ছিল তাই বলে কি অস্ট্রেলিয়া সবাই কে অনেক run র ব্যবধানে হারাত কত run এ কত ওভার এ হারিয়েছে সেটা বড়ো কথা নয় ভালো খেলে হারিয়েছে তোমার চিন্তাভাবনা অনুযায়ী বলতে গেলে বলতে হয় ইন্ডিয়ার এই টিম তো ইন্ডিয়ার মেইন টিম তাই না?? ধোনি কোহলি রায়না এরা খেললে হয়তো আরও easyly জিতে যেত,2
Mir Ratul - খিলগাঁও তে যাবে না। অন্য কোন রুটে খিলগাঁও/মালিবাগ এড হতে পারে।,2
আমি একাই ভালোআমার দুকলা হতে হবেনা।,2
দুই জন হিন্দু আছে ওরা তো এমনিতেই ইসলামের বিপক্ষে আর কি বলা লাগবে,2
এই কথা গুলো স্যাটেলাইট পাঠানোর পূর্বে বলেন নাই কেনো তাহলেইতো আর পাঠাতে পারতোনা বাংলাদেশ সরকার।পাঠানো শেষ আর সমালোচনার ঝড় বইয়ে দিচ্ছেন যে কিনা এটা হবে ঐটা হবে বা হতে পারতো ইত্যাদি।আসলেই আপনারা দেশ বা জাতী নিয়ে চিন্তিত নন আপনারা শুধু আপনাদের চ্যানেলের TRP বারানোর চিন্তায় থাকেন,2
প্লিজ আমার চ্যানেল SUBSCRIBE করুন,2
আশরাফুলকে আবার জাতীয় দলে চাই,2
মতিয়া চৌধুরি মুক্তি যুদ্ধা করিনি?,2
পটাকা শব্দের অর্থটা কি?? কেউ জানলে বইলেন প্লিজ।,2
সাখাউয়াত সাহেব তিন নাস্তিকের কাছে টকসুতেগিয়ে নিজেকে যেভাবে ডুবিয়ে ফেলেন তাহা এক জন আলেমের পক্ষে সম্ভব নয়।কথা বলতে না পারলে টকশোতে না যাওয়া উত্তম ছিল।আবার জামাত নিয়ে কথা বলেন।জামাতের একজন সাধারন কর্মি ও আপনার ছেয়ে অনেক সুন্দর ভাবে এই নাস্তিকদের কথার জবাব গুলো দিয়ে আসতে পারত।,2
আসবে দুটো মাস অপেক্ষা করুন,2
আশরাফুল কে চাই,2
পাপন ভাই আমি আপনাকে বলচি আসরাফুল কে দলেনেন ভাই আপনার কাচে আমার আমার দোয়া রই লো,2
দেশের টাকা নষ্ট করছে আর কি করবে দারিদ্রতাই দূর হলোনা স্মার্ট হতে চায়,2
আজ।চলে।যাছেন।কিনতু ।যাচ্ছে ন।নাআর।সাদারন।মানুষ।দেখে কিছু হবে।না।হবে।না দেশে।ভালো।মানুষের ।খুব।।আভাব।,2
দেখতেছি পরে মন্তব্য করব,2
ভাই মিল টা দিলে টাকা মনে হয় বেশি যায়তো না,2
টাকা থাকলে এ দেশে সব হয়,2
ashraful কে আনতেই হবে,2
শেষের কথাটা সবাই,2
বাংলাদেশে এর দাম কতো ৩/৩২ জিবি,2
আওয়ামী লীগ হচ্ছে বিবেকহীন কুকুরের দল ।।।,2
তোমার জন্য নীলচে তারার একটু খানি,2
সবাই তাকে অপমান করচ্ছে,2
ভাই এটা বাংলাদেশ যেখানে উচিৎ কথা কেউই সহ্য করে না এইটা বাশ খাওয়ার একটা জায়গা,2
ভদ্রতা বাড়িতে শিখবেন ইউটিউবে না  Okk,2
একজন বিজ্ঞলোকের সাথে তিন বিজ্ঞনামের মূর্খের লড়াই। নিরপক্ষভাবে যাচাই করলে তিন বুদ্ধিবেজীকে চমৎকারভাবে শিক্ষা দিলেন এক মাদ্রাসার মাওলানা,2
মুভি টার নাম বলতে পারেন কেউ?,2
HTC U11 এর কোন রিভিউ কি দিতে পারবেন?,2
আশরাফুল কে আগে লাল সবুজ এর সাথে দেখতে চাই চাই,2
গানটা ভালকিন্তু নাচটা?,2
2 XL এর একটা রিভিউ করেন।,2
farabi mahin রাইট,2
Md Shoriful Islam ধন্যবাদ,2
সাইড স্টেইনলেস স্টিলে তৈরি এলুমিনিয়ামে না।,2
Hags কারা?,2
তোর বিরুদ্ধে মামলা দায়ের করা উচিত,2
ধ্যাততেরিকি বাংলা কমেডি মুভি টি দেখুন এবং চ্যানেল টি অবশ্যই SUBSCRIBE করুন,2
পটাকা অর্থ কি ?,2
আল্লাহর দুনিয়ায় ইসলাম আগে এসেছেমুক্তিযুদ্ধ পরে।একটা মুসলিম মুক্তিযুদ্ধ বিরোধী না। ইসলামকে আগে রাখুন।,2
একজন শিক্ষিত মানুষ কখনো অন্ধ বিশ্বাসে বিশ্বাস রাখতে পারেনা।,2
আপনি কি Nasa সাথে যুক্ত আছেন ।,2
আরো ভাল ভাল ভিডিও পেতে আমাদের চ্যালেন টি Subscribe করুন।,2
ভাই আমার বাজেট ২৩০০০ টাকা কি ফোন কিনব,2
Dual Camera ২০১৬ সালের trend ছিল না।,2
ভাই গালিগালাজ না করে গঠনগত সমালোচনা করুন।,2
নাহিদ কাকু কেমন আছ,2
সালমান ভাই আমি আপনার অনেক বর FAN আপনার সাথে একটু কথা বলতে চাই আমার নামবার 01631117691,2
সাহসী ভাই চালিয়ে যান সব নাস্তিকের মুখোশ খুলে দেন। আমরা তাদের ধিক্কার জানাবো এছাড়া কিছু করার নাই তাদের হাত অনেক লম্বা,2
ভাই যতো কথাই বলেননা কেন এদের লজ্জা নেই।সব বন্যায় ধুয়ে মুছে গেছে।JSC SSC HSC- সনদপত্র ও নম্বরপত্র এবং NID-তে- নাম ভুল সংশোধনের জন্য এবং কম খরচের নির্ভুল এফিডেভিট ও পত্রিকায় বিজ্ঞপ্তি দিন । কল করুন - 01718 80 53 81 দিগন্ত ইনফরমেশন মিডিয়ায় আপনাকে স্বাগত। আমরা দীর্ঘ ১১ বছর যাবৎ সুনামের সাথে বিভিন্ন শিক্ষা বোর্ডের ছাত্র/ছাত্রীদের জেএসসি এসএসসি ও এইচএসসি পরীক্ষার সনদপত্রে- নিজ নাম পিতা-মাতার নাম ও জন্ম তারিখের ভুল ও জাতীয় পরিচয়পত্র ভুল সংশোধন করার জন্য সঠিক তথ্য পরামর্শ কম খরচের নিরভুল এফিডেভিট/হলফনামা নোটারী+অনুবাদ ও পত্রিকায় বিজ্ঞপ্তি দিয়ে থাকি। এছারা হারানো সনদপত্র/মার্কসীটবোর্ড থেকে উত্তোলন করা আইডি(NID) কার্ড উত্তোলন করার ব্যাপারে আমরা সহযোগীতা দিয়ে থাকি। (দেশের যে কোন প্রান্ত হতে ঘরে বসে আমাদের মাধ্যমে যে কোন পত্রিকায় বিজ্ঞাপন দিতে পারেন{bikash / smsএর মাধ্যমে) ঠিকানা-237 2nd floor BUET Market Palashi Dhaka-1000(Opposite the Sonali Bank) । সহযোগীতা- বা বিস্তারিত জানতে আমাদেরকে ফোন বা ই-মেইল করতে পারেন ।,2
এটা কোন মাঠ ?,2
Majharul Islam কাকে চুরি করেছে দোস্ত,2
ভাবনা আমার শিমূল ডালে লালচে আগুন জ্বালে মহুয়ার বনে মাতাল হাওয়া খেলে,2
খুদাত্র মানুষের মুখে খাবার জরুরী আর কিছু না।,2
এই টিমে কাজ করা,2
আশরাফুল তুমি তাড়াতাড়ি দলে ফিরে আসো তোমাকে বাংলাদেশ দলে খুব প্রোয়োজন,2
অসাধারন একটা নাটক??,2
Md Antor বলুন?,2
বেশি বললেই আপনা কে জংগী বানিয়ে ফেলবে কথা কম বলায় ভাল,2
Code - Uncode তুনি কি কখনো রাষ্ট্রবিজ্ঞান পড়িছিলি ? আমার কাছে এলে আমি তোমাকে ( মি মাহমুদুর রহমান ) ফ্রি শিখাবো ।,2
পৃথিবীতে ২০০ কোটির বেশি নাস্তিক। শাস্তিতো আল্লাহ দিবেন আপনি দেয়ার কে? আপনি যদি দীনের দাওয়াত দিতে পারেন তাহলে নাস্তিকেরা কেন দাওয়াত দিতে পারবেনা?,2
ফুড ব্লগার্স একটা ভন্ড গ্রুপ জানতামকিন্তু সৌম্যের এতো সামনে থেকে ক্লোউজ ভিডিও কেমনে করেছেন?মানে ক্রিমিনালদের এতো সামনে থেকে আপনারা কোন ওয়েতে ভিডিও করেন?জানার ইচ্ছা খুব।,2
ashik alfaz ভাই এরশাদের আমলে ছিলো,2
হুজুর এরা সবাই নাস্তিক একা গেছেন কেন,2
এরা পেইড রিভিউ করে। প্রতারিত হবেননা।,2
অদ্ভুত ছেলেটি,2
এইডাই আমার কথা,2
মুক্তিযোদ্ধারা বৈষমের হাত থেকে রক্ষা পেতে যুদ্ধ করেছিল। আর এখনও সেটাই হচ্ছে। এইটা নিয়ে রাজনীতি করার সুযোগ নাই,2
বাংলা চটি জোন - Bangla Choti Zone,2
চাই ভাই কে,2
গল্পের শেষ টা,2
বাংলার বাঘকে ফেরত চাই,2
New r use phone বুঝার উপায় কি,2
দাম কত ?,2
তিন জন নাস্তিক এক জন আলেম কি কৱে হয়,2
আশরাফুলকে চাই।,2
মুক্তিযোদ্ধা কোঠা এখন রাখা না রাখা সমান কারন মুক্তিযোদ্ধার সন্তান এর কোঠা রেখে কি লাভ এখন চাকরি করার মত বয়স মুক্তিযোদ্ধার ছেলেদের আর না থাকার ই কথা,2
যারা এই সমাবেশে স্বপক্ষে দাড়িয়েছিল তারা মুক্তি যুদ্ধের চেতনার লোক যারা দাড়ায় নি তারা বিপক্ষের হয়ে গেল বাহ মুক্তিযুদ্ধের ভালই সংঙ্গা দিল এই নারী এইভাবে মুক্তিযুদ্ধের স্বপক্ষ বিপক্ষ নির্ধারনের মাপকাটি কোথায় পেল এই মুর্খ নারী যা ইচ্ছা তাই বলবে এই টাইপের নারীরা আর ট্যাগ লাগাবে মুক্তি যুদ্ধের সেটা কোন অবস্থায় মানা যায় না যারা এর বিরুদিতা করেছিল তারাও মুক্তিযুদ্ধ মনে প্রানে লালন করে কিন্তু এখানে এসে একটা অপরাধ করেছে আর সেইটাকে মুক্তিযুদ্ধের সাথে তলনার সাহস কেটায় দিছে এই আবাল সাংবাদিক নারীকে এই টাইপের নারীদের জন্য মুক্তিযুদ্ধের বিষয়টার নিয়ে অহেতুক বিতর্ক হচ্ছে এরা কেমনে সাংবাদিক হয় তা আমার বুঝে আসে না,2
প্রশ্ন কে দিসে? - নাহিদ,2
গানটা ভালকিন্তু নাচটা?,2
Xiaomi Mi Max 2 এর রিভিউ টা করেন,2
তাহলেকি জাফর ইকবালের বাবা খারাপ লোক ছিল,2
এই কথা গুলো স্যাটেলাইট পাঠানোর পূর্বে বলেন নাই কেনো তাহলেইতো আর পাঠাতে পারতোনা বাংলাদেশ সরকার।পাঠানো শেষ আর সমালোচনার ঝড় বইয়ে দিচ্ছেন যে কিনা এটা হবে ঐটা হবে বা হতে পারতো ইত্যাদি।আসলেই আপনারা দেশ বা জাতী নিয়ে চিন্তিত নন আপনারা শুধু আপনাদের চ্যানেলের TRP বারানোর চিন্তায় থাকেন,2
ভাই আমি ইউরুপের একটা দেশে আছিযদি বাংলাদেশের জালেম সরকার এ দেশে আসে আমি তাকে উচিৎ শিক্ষা দিবোইনসাআল্লাহ,2
কি লেখবো,2
বিদেশে থেকে অনেক কিছু বলা যায় দেশে বলে না বুঝে কথা বলেছি। চাচা বাচাও।,2
টিউলিপ যাতে বাংলাদেশ এ না আসে যেহেতু সে আত্মস্বীকৃত বাংলাদেশি না,2
আরে ভাইমানলাম যে ১ম বার স্যাটেলাইট টা বানাতে ৮০ মিলিয়ন ডলারের জায়গায় ২৪৮ মিলিয়ন ডলার লাগসে এবং ১৫ বছরে সম্পুর্ন খরচ উঠবে নাকিন্তু এইটা ভাবেন যে২য় বার আবার যখন অন্য আরকেটা স্যাটেলাইট পাঠানো হবে তখন হয়তো বাড়তি ২/৩ গুন টাকা লাগবে তো আর বাংলাদেশের লস হবে না কারন বাড়তি খরচ কমবে এবং ২ গুন লাভ হবার সম্ভাবনা ১ম বার সফল হওয়া মানে কিছুদিনের মধ্যে ২য় স্যাটেলাইটের উদ্যোগও নেয়া হবে আশা করা যায়(দয়া করে কেউ বুঝে না বুঝে গালাগালি করবেন না),2
ভাইয়া বাংরেজী বলা বাদ দেন। আর নাইলে শুধু ইংরেজী বলেন ভাল লাগবে আপনার কি মনে আছে আপনি একজন বাঙ্গালি,2
একটু কমদামী ফোনের রিভিও দেন ভাউ।lenovo k8 note এর প্লিজ,2
Hmm Vai আবার আশরাফুল ভাই কে চাই জাতিও দলে,2
কেউ ধাক্কাধাক্কি করবেনা। লাইনে দাড়িয়ে সবাইকে ডিস্লাইক দেওয়ার সুজুগ দিন।,2
শুধু বাংলাদেশ নয় পশ্চিমবঙ্গও এর থেকে কম নয়।,2
এত বাধা বিপত্তি পার করে বিশ্বের বড় বড় মোড়লদের বুড়ো আঙ্গুল দেখিয়ে বাংলাদেশ আজ মহাকাশে কোথায় একটু আনন্দ উদযাপন করবেন তা না করে রেফারেন্স তথ্য উপাত্ত বা প্রমান ছাড়া একটা ভিডিও দিয়ে সাধারন মানুষকে বিভ্রান্তির মধ্যে ফেললেন কেন ভাই? বাংলাদেশ একটু উপড়ে উঠুক এটাতো আমরা সবাই চাই।,2
ভালোবাসার অপর,2
বৈশাখীর জামাটা যখন দেখতাম আমি পাগল হয়ে যেতাম পাগলিরে আজও বোলতে পারিনি তোকে,2
এটাকে এত ডিসলাইক দেয়ার কোন কারণ খোঁজে পেলাম না । আমরা হুজুগে বাঙ্গালী । কেউ একজন বলেছে - চিলে কান নিয়েছে  আর এতেই সবাই হুমড়ি খেয়ে পড়ল।,2
তিন নাস্তিক এক আলেমেরসাত ঝগড়া হলো,2
অপর দলটা কারা???,2
সত্যি কথা বলতে এটাই কিছু একটা গণ্ডগোল তো নাহয় এত টাকার লেনদেন কোনো মুখের কথা আর বাংলাদেশ সরকারের কাছে কি টাকার অভাব পড়ছে যে লোন নিতে কোন দেশরে স্যাটেলাইট ভাড়া বাংলাদেশ ছাড়া বাকি সব দেশ অনেকে আগেই নিজস্ব স্যাটেলাইট এ আসছে ডিজিটাল দেশ দেশরে লোনের মুখে রেখে ডিজিটাল বানিয়ে লাভ পারছেনা এমন মানুষ গুলো সরকারের চোখে পড়েনা,2
md soeab gony আমরা বাঙালির রুচি কখনো পরিবর্তন হবে না এই পটাকা গান টা যদি মমতাজ রে দিয়া গায়ানো আর ডান্সিং হত তাহলে লাইকের বন্যা বইত। ভাই তোমরা পটাকা গানটা মমতাজ রে ভোরখা পরায়া গায়াও তাইলে আমরা বাঙালি পেন্ট খুইলা লাইক দিমু লাইক দিতে দিতে বাল ছিরা টাল দিমু আমরা বাঙালি।,2
সেই যেমন তার ভিডিওটা,2
গোল্ডেন জিপিএ ফাইভ কখনো একজনকে ভালো ছাত্র হিসেবে জাজ করতে পারে না।কিন্ত আমাদের পরিবারসমাজ মেতে থাকে গোল্ডেন জিপিএ ফাইভ এর উৎসবে ।আমাদের সকলের উচিত প্রতিটি সন্তানের পাশে থাকা ।তাদের কর্মদক্ষতা সম্পর্কে অবহিত থাকা। তাদের উপর ভালো রেজাল্ট করার ভার চাপিয়ে না দেয়া।আপনার সঠিক দিক নির্দেশনা ও মোটিভেশনে পারে আপনার সন্তানের সুন্দর ভবিষ্যতের পথের দিশা দিতে।,2
তিনি কাল্পনিক ভূতের চরিত্র লিখেছেন ঠিক আছে। কিন্তু চাইলেই নামটা অন্য কিছু দিতে পারতেন?,2
পটাকা আবার কোন ধরনের শব্দ? এইটার মানে কি?,2
২০১৮ কে কে শুনতাছেন,2
